Date,HomeTeam,AwayTeam,FTHG,FTAG,HA_Scored,Note
12/12/10,Brescia,Sampdoria,1,0,0,0.22927223476333464
12/12/10,Cagliari,Catania,3,0,0,0.22011897573424238
12/12/10,Juventus,Lazio,2,1,1,0.37574740789265093
12/12/10,Lecce,Chievo,3,2,1,0.3576229445315663
12/12/10,Roma,Bari,1,0,0,0.22438528752719783
18/12/10,Cesena,Cagliari,1,0,0,0.2071771884784449
18/12/10,Milan,Roma,0,1,0,0.2673537962714792
19/12/10,Bari,Palermo,1,1,1,0.374318661081571
19/12/10,Catania,Brescia,1,0,0,0.2064480515460528
19/12/10,Chievo,Juventus,1,1,1,0.4095631321076708
19/12/10,Lazio,Udinese,3,2,1,0.32729259259105115
19/12/10,Napoli,Lecce,1,0,0,0.2526462058094576
19/12/10,Parma,Bologna,0,0,0,0.22698568952487863
06/01/11,Bologna,Fiorentina,1,1,1,0.30685808372958995
06/01/11,Brescia,Cesena,1,2,1,0.2568286747401465
06/01/11,Cagliari,Milan,0,1,0,0.1805865426638747
06/01/11,Genoa,Lazio,0,0,0,0.20432928821765267
06/01/11,Inter,Napoli,3,1,1,0.3415291885546534
06/01/11,Juventus,Parma,1,4,1,0.4549511606332448
06/01/11,Lecce,Bari,0,1,0,0.2534854645871727
06/01/11,Palermo,Sampdoria,3,0,0,0.31136267376169
06/01/11,Roma,Catania,4,2,1,0.2868000381828779
06/01/11,Udinese,Chievo,2,0,0,0.3131225789225334
09/01/11,Bari,Bologna,0,2,0,0.21523256596361523
09/01/11,Catania,Inter,1,2,1,0.3749709204922146
09/01/11,Cesena,Genoa,0,0,0,0.16621523380642736
09/01/11,Chievo,Palermo,0,0,0,0.38036505749212157
09/01/11,Fiorentina,Brescia,3,2,1,0.30228545643452476
09/01/11,Lazio,Lecce,1,2,1,0.36306175989170986
09/01/11,Milan,Udinese,4,4,1,0.28907574812220893
09/01/11,Napoli,Juventus,3,0,0,0.324214093048441
09/01/11,Parma,Cagliari,1,2,1,0.302579364166065
09/01/11,Sampdoria,Roma,2,1,1,0.28791624597061277
15/01/11,Inter,Bologna,4,1,1,0.3633990716524802
15/01/11,Napoli,Fiorentina,0,0,0,0.2743562581179656
16/01/11,Brescia,Parma,2,0,0,0.2942438023459649
16/01/11,Cagliari,Palermo,3,1,1,0.3403660883072809
16/01/11,Catania,Chievo,1,1,1,0.37434686094847436
16/01/11,Cesena,Roma,0,1,0,0.2760768836778532
16/01/11,Genoa,Udinese,2,4,1,0.27768467423813203
16/01/11,Juventus,Bari,2,1,1,0.38636735690993096
16/01/11,Lazio,Sampdoria,1,0,0,0.29959665312647343
16/01/11,Lecce,Milan,1,1,1,0.35168966486790487
19/01/11,Inter,Cesena,3,2,1,0.4103684504248718
22/01/11,Chievo,Genoa,0,0,0,0.2493622472332327
22/01/11,Palermo,Brescia,1,0,0,0.28972448599820877
22/01/11,Parma,Catania,2,0,0,0.325358784300081
22/01/11,Roma,Cagliari,3,0,0,0.24913471127533865
23/01/11,Bari,Napoli,0,2,0,0.19679424753695696
23/01/11,Bologna,Lazio,3,1,1,0.34298163081374433
23/01/11,Fiorentina,Lecce,1,1,1,0.38150301203461234
23/01/11,Milan,Cesena,2,0,0,0.24353255136584367
23/01/11,Sampdoria,Juventus,0,0,0,0.3007122339741971
23/01/11,Udinese,Inter,3,1,1,0.49228025456654645
29/01/11,Catania,Milan,0,2,0,0.26793207763942783
29/01/11,Lazio,Fiorentina,2,0,0,0.3672689079003274
30/01/11,Brescia,Chievo,0,3,0,0.2640800457826903
30/01/11,Cagliari,Bari,2,1,1,0.261349488056024
30/01/11,Genoa,Parma,3,1,1,0.2969466766017525
30/01/11,Inter,Palermo,3,2,1,0.5391463319084466
30/01/11,Juventus,Udinese,1,2,1,0.5305741492748907
30/01/11,Lecce,Cesena,1,1,1,0.40769731736265213
30/01/11,Napoli,Sampdoria,4,0,0,0.1639846150794113
01/02/11,Milan,Lazio,0,0,0,0.26150961902047437
02/02/11,Cesena,Catania,1,1,1,0.3163686358825827
02/02/11,Chievo,Napoli,2,0,0,0.2158041007495257
02/02/11,Fiorentina,Genoa,1,0,0,0.24617787982922998
02/02/11,Palermo,Juventus,2,1,1,0.45687200598283195
02/02/11,Parma,Lecce,0,1,0,0.3315182268501794
02/02/11,Roma,Brescia,1,1,1,0.2726181253016202
02/02/11,Sampdoria,Cagliari,0,1,0,0.20493781234283145
02/02/11,Udinese,Bologna,1,1,1,0.4286469617906711
03/02/11,Bari,Inter,0,3,0,0.3874476509541604
05/02/11,Cagliari,Juventus,1,3,1,0.405255825848435
05/02/11,Udinese,Sampdoria,2,0,0,0.2914290173733251
06/02/11,Bologna,Catania,1,0,0,0.32294071721497963
06/02/11,Brescia,Bari,2,0,0,0.21825159003801914
06/02/11,Genoa,Milan,1,1,1,0.25439725676346076
06/02/11,Inter,Roma,5,3,1,0.5046301002084359
06/02/11,Lazio,Chievo,1,1,1,0.3358351289274445
06/02/11,Lecce,Palermo,2,4,1,0.5058598578149073
06/02/11,Napoli,Cesena,2,0,0,0.20966048890291905
06/02/11,Parma,Fiorentina,1,1,1,0.36598749061035074
12/02/11,Milan,Parma,4,0,0,0.28134874090145073
12/02/11,Roma,Napoli,0,2,0,0.22115741876970763
13/02/11,Bari,Genoa,0,0,0,0.19023235267915525
13/02/11,Brescia,Lazio,0,2,0,0.24573086892498247
13/02/11,Cagliari,Chievo,4,1,1,0.35947330776601905
13/02/11,Catania,Lecce,3,2,1,0.41097623084636414
13/02/11,Cesena,Udinese,0,3,0,0.3425349920792609
13/02/11,Juventus,Inter,1,0,0,0.512364805635186
13/02/11,Palermo,Fiorentina,2,4,1,0.46171781481544677
13/02/11,Sampdoria,Bologna,3,1,1,0.29492715106204537
16/02/11,Fiorentina,Inter,1,2,1,0.47350396161809205
16/02/11,Sampdoria,Genoa,0,1,0,0.1672726039388619
19/02/11,Bologna,Palermo,1,0,0,0.4123661349144846
19/02/11,Inter,Cagliari,1,0,0,0.39607856525396956
20/02/11,Chievo,Milan,1,2,1,0.32320347055400456
20/02/11,Fiorentina,Sampdoria,0,0,0,0.25813748780571044
20/02/11,Genoa,Roma,4,3,1,0.3344237431581111
20/02/11,Lazio,Bari,1,0,0,0.23820810723955133
20/02/11,Lecce,Juventus,2,0,0,0.44042316404496373
20/02/11,Napoli,Catania,1,0,0,0.20529086503779254
20/02/11,Parma,Cesena,2,2,1,0.3475998231388703
20/02/11,Udinese,Brescia,0,0,0,0.2749894570435918
23/02/11,Bologna,Roma,0,1,0,0.3308073189876326
26/02/11,Juventus,Bologna,0,2,0,0.3699280798997414
27/02/11,Bari,Fiorentina,1,1,1,0.32154924161761667
27/02/11,Brescia,Lecce,2,2,1,0.34832532791748727
27/02/11,Cagliari,Lazio,1,0,0,0.2742126458551716
27/02/11,Catania,Genoa,2,1,1,0.3179947057962321
27/02/11,Cesena,Chievo,1,0,0,0.2989698572953667
27/02/11,Palermo,Udinese,0,7,0,0.38280400492238664
27/02/11,Roma,Parma,2,2,1,0.39120624659304404
27/02/11,Sampdoria,Inter,0,2,0,0.2771391723009186
28/02/11,Milan,Napoli,3,0,0,0.1595242457344033
04/03/11,Lecce,Roma,1,2,1,0.49263821702376465
05/03/11,Juventus,Milan,0,1,0,0.31494150749118743
06/03/11,Bologna,Cagliari,2,2,1,0.31657680168894375
06/03/11,Chievo,Parma,0,0,0,0.33155638632910545
06/03/11,Fiorentina,Catania,3,0,0,0.3296409811089784
06/03/11,Inter,Genoa,5,2,1,0.39641998407297224
06/03/11,Lazio,Palermo,2,0,0,0.31823873524176505
06/03/11,Napoli,Brescia,0,0,0,0.1296495790657944
06/03/11,Sampdoria,Cesena,2,3,1,0.2746632384157948
06/03/11,Udinese,Bari,1,0,0,0.25208253787212465
11/03/11,Brescia,Inter,1,1,1,0.345722197071789
12/03/11,Cesena,Juventus,2,2,1,0.3577304376045902
13/03/11,Cagliari,Udinese,0,4,0,0.2826510052473827
13/03/11,Catania,Sampdoria,1,0,0,0.22922451926429543
13/03/11,Chievo,Fiorentina,0,1,0,0.3358879788547689
13/03/11,Genoa,Palermo,1,0,0,0.3456872183683273
13/03/11,Lecce,Bologna,0,1,0,0.37908138796957724
13/03/11,Milan,Bari,1,1,1,0.23657159955506796
13/03/11,Parma,Napoli,1,3,1,0.2524620756438095
13/03/11,Roma,Lazio,2,0,0,0.26252543381636034
19/03/11,Lazio,Cesena,1,0,0,0.2624629747414505
19/03/11,Palermo,Milan,1,0,0,0.27999595052591286
20/03/11,Bari,Chievo,1,2,1,0.31165275626320355
20/03/11,Bologna,Genoa,1,1,1,0.3157347876006318
20/03/11,Fiorentina,Roma,2,2,1,0.4003436639243619
20/03/11,Inter,Lecce,1,0,0,0.42925352948844653
20/03/11,Juventus,Brescia,2,1,1,0.3410838695734024
20/03/11,Napoli,Cagliari,2,1,1,0.23896591820341537
20/03/11,Sampdoria,Parma,0,1,0,0.2568155100866243
20/03/11,Udinese,Catania,2,0,0,0.2122545780782743
02/04/11,Brescia,Bologna,3,1,1,0.3431490173631516
02/04/11,Milan,Inter,3,0,0,0.2874567033702297
03/04/11,Catania,Palermo,4,0,0,0.2533239519153775
03/04/11,Cesena,Fiorentina,2,2,1,0.40070114647131383
03/04/11,Chievo,Sampdoria,0,0,0,0.18537262350082379
03/04/11,Genoa,Cagliari,0,1,0,0.3096993326979077
03/04/11,Lecce,Udinese,2,0,0,0.2749258346036296
03/04/11,Napoli,Lazio,4,3,1,0.1917363160833847
03/04/11,Parma,Bari,1,2,1,0.3652785218629693
03/04/11,Roma,Juventus,0,2,0,0.3580316635919669
09/04/11,Inter,Chievo,2,0,0,0.3151076291605094
09/04/11,Udinese,Roma,1,2,1,0.33908180270027904
10/04/11,Bari,Catania,1,1,1,0.3102761194561301
10/04/11,Bologna,Napoli,0,2,0,0.2536896461394738
10/04/11,Cagliari,Brescia,1,1,1,0.3700317334478589
10/04/11,Fiorentina,Milan,1,2,1,0.3720422906182213
10/04/11,Juventus,Genoa,3,2,1,0.39672263922461337
10/04/11,Lazio,Parma,2,0,0,0.25635057921835014
10/04/11,Palermo,Cesena,2,2,1,0.3631828677653458
10/04/11,Sampdoria,Lecce,1,2,1,0.2868858021544263
16/04/11,Milan,Sampdoria,3,0,0,0.18330391637852628
16/04/11,Parma,Inter,2,0,0,0.332460127216452
16/04/11,Roma,Palermo,2,3,1,0.369704677566706
17/04/11,Catania,Lazio,1,4,1,0.2807869772235919
17/04/11,Cesena,Bari,1,0,0,0.33151311991916166
17/04/11,Chievo,Bologna,2,0,0,0.25612212716271765
17/04/11,Fiorentina,Juventus,0,0,0,0.3649322741203233
17/04/11,Genoa,Brescia,3,0,0,0.33855801277195763
17/04/11,Lecce,Cagliari,3,3,1,0.42532626115405237
17/04/11,Napoli,Udinese,1,2,1,0.25671408549348446
23/04/11,Bari,Sampdoria,0,1,0,0.22858689509364122
23/04/11,Bologna,Cesena,0,2,0,0.32678748800108726
23/04/11,Brescia,Milan,0,1,0,0.2743871210001389
23/04/11,Cagliari,Fiorentina,1,2,1,0.45595697160298165
23/04/11,Genoa,Lecce,4,2,1,0.4202035111091504
23/04/11,Inter,Lazio,2,1,1,0.3251329761729038
23/04/11,Juventus,Catania,2,2,1,0.3787584771757766
23/04/11,Palermo,Napoli,2,1,1,0.34088136789200546
23/04/11,Roma,Chievo,1,0,0,0.30013023059646676
23/04/11,Udinese,Parma,0,2,0,0.24635105871820956
30/04/11,Cesena,Inter,1,2,1,0.36743134842715397
30/04/11,Napoli,Genoa,1,0,0,0.33646453451918057
01/05/11,Bari,Roma,2,3,1,0.44187790098773283
01/05/11,Catania,Cagliari,2,0,0,0.3365583058661238
01/05/11,Chievo,Lecce,1,0,0,0.28625652455186334
01/05/11,Fiorentina,Udinese,5,2,1,0.37871966514397587
01/05/11,Milan,Bologna,1,0,0,0.21545531363393716
01/05/11,Parma,Palermo,3,1,1,0.38786897022554023
01/05/11,Sampdoria,Brescia,3,3,1,0.301239018595991
02/05/11,Lazio,Juventus,0,1,0,0.28373122676518464
07/05/11,Palermo,Bari,2,1,1,0.44039928133576356
07/05/11,Roma,Milan,0,0,0,0.2690597381344522
08/05/11,Bologna,Parma,0,0,0,0.24506249747975434
08/05/11,Brescia,Catania,1,2,1,0.405932718180673
08/05/11,Cagliari,Cesena,0,2,0,0.3546838802740418
08/05/11,Genoa,Sampdoria,2,1,1,0.2954124782033432
08/05/11,Inter,Fiorentina,3,1,1,0.4982619926294606
08/05/11,Lecce,Napoli,2,1,1,0.41357559346236256
08/05/11,Udinese,Lazio,2,1,1,0.3340592437616752
09/05/11,Juventus,Chievo,2,2,1,0.3553068730255378
14/05/11,Lazio,Genoa,4,2,1,0.3794967987562102
14/05/11,Milan,Cagliari,4,1,1,0.298084477975735
15/05/11,Bari,Lecce,0,2,0,0.3794605331609763
15/05/11,Catania,Roma,2,1,1,0.4584771621233805
15/05/11,Cesena,Brescia,1,0,0,0.3487386704321449
15/05/11,Chievo,Udinese,0,2,0,0.24683595142927062
15/05/11,Fiorentina,Bologna,1,1,1,0.42045697810590915
15/05/11,Napoli,Inter,1,1,1,0.4218239074989378
15/05/11,Parma,Juventus,1,0,0,0.3108066500473806
15/05/11,Sampdoria,Palermo,1,2,1,0.42007302671354046
22/05/11,Bologna,Bari,0,4,0,0.26869996988653255
22/05/11,Brescia,Fiorentina,2,2,1,0.5406554253363117
22/05/11,Cagliari,Parma,1,1,1,0.36344752858929685
22/05/11,Genoa,Cesena,3,2,1,0.3956103513264076
22/05/11,Inter,Catania,3,1,1,0.4898224778953646
22/05/11,Juventus,Napoli,2,2,1,0.467855853080961
22/05/11,Lecce,Lazio,2,4,1,0.46474730815219467
22/05/11,Palermo,Chievo,1,3,1,0.44220285500712236
22/05/11,Roma,Sampdoria,3,1,1,0.3618441771642992
22/05/11,Udinese,Milan,0,0,0,0.2523992123758305
28/08/10,Roma,Cesena,0,0,0,0.3485161588672231
28/08/10,Udinese,Genoa,0,1,0,0.3388620077636515
29/08/10,Bari,Juventus,1,0,0,0.2973433735643155
29/08/10,Chievo,Catania,2,1,1,0.4014032758557783
29/08/10,Fiorentina,Napoli,1,1,1,0.569590318292461
29/08/10,Milan,Lecce,4,0,0,0.27531696276547435
29/08/10,Palermo,Cagliari,0,0,0,0.46023984951983077
29/08/10,Parma,Brescia,2,0,0,0.3109804144946311
29/08/10,Sampdoria,Lazio,2,0,0,0.3704026610603455
30/08/10,Bologna,Inter,0,0,0,0.308336524900767
11/09/10,Cagliari,Roma,5,1,1,0.48920164324872895
11/09/10,Cesena,Milan,2,0,0,0.21772301621521434
11/09/10,Inter,Udinese,2,1,1,0.4350655285780598
12/09/10,Brescia,Palermo,3,2,1,0.506742122798762
12/09/10,Catania,Parma,2,1,1,0.43040708916666165
12/09/10,Genoa,Chievo,1,3,1,0.4253642320076194
12/09/10,Juventus,Sampdoria,3,3,1,0.4159553308768106
12/09/10,Lazio,Bologna,3,1,1,0.3348334089464837
12/09/10,Lecce,Fiorentina,1,0,0,0.503323383981485
12/09/10,Napoli,Bari,2,2,1,0.42959908016351167
18/09/10,Fiorentina,Lazio,1,2,1,0.554439169720557
18/09/10,Milan,Catania,1,1,1,0.4202120467708116
19/09/10,Bari,Cagliari,0,0,0,0.33607935268623046
19/09/10,Cesena,Lecce,1,0,0,0.2774215666022779
19/09/10,Chievo,Brescia,0,1,0,0.3064172866528807
19/09/10,Palermo,Inter,1,2,1,0.5617201162390479
19/09/10,Parma,Genoa,1,1,1,0.4293493884658576
19/09/10,Roma,Bologna,2,2,1,0.3875143859495426
19/09/10,Sampdoria,Napoli,1,2,1,0.523059073708677
19/09/10,Udinese,Juventus,0,4,0,0.28221790176392225
22/09/10,Bologna,Udinese,2,1,1,0.33972725552276
22/09/10,Brescia,Roma,2,1,1,0.5274654621025341
22/09/10,Cagliari,Sampdoria,0,0,0,0.3731184250490037
22/09/10,Catania,Cesena,2,0,0,0.3684563469057579
22/09/10,Genoa,Fiorentina,1,1,1,0.6093005098098597
22/09/10,Inter,Bari,4,0,0,0.4080933796626163
22/09/10,Lazio,Milan,1,1,1,0.36198491300019475
22/09/10,Lecce,Parma,1,1,1,0.3977353284707852
22/09/10,Napoli,Chievo,1,3,1,0.5119557911742476
23/09/10,Juventus,Palermo,1,3,1,0.5794446492433066
25/09/10,Milan,Genoa,1,0,0,0.3516346853503345
25/09/10,Roma,Inter,1,0,0,0.43691813765776044
26/09/10,Bari,Brescia,2,1,1,0.3538208443831077
26/09/10,Catania,Bologna,1,1,1,0.48593311793441035
26/09/10,Cesena,Napoli,1,4,1,0.47101766117063515
26/09/10,Chievo,Lazio,0,1,0,0.37419702193321247
26/09/10,Fiorentina,Parma,2,0,0,0.4802660781095346
26/09/10,Juventus,Cagliari,4,2,1,0.46168656266514546
26/09/10,Palermo,Lecce,2,2,1,0.5013799006003549
26/09/10,Sampdoria,Udinese,0,0,0,0.3328442910031022
02/10/10,Parma,Milan,0,1,0,0.2801834636762773
02/10/10,Udinese,Cesena,1,0,0,0.23929934732342512
03/10/10,Bologna,Sampdoria,1,1,1,0.3918379584812417
03/10/10,Chievo,Cagliari,0,0,0,0.302430350219118
03/10/10,Fiorentina,Palermo,1,2,1,0.658948447600347
03/10/10,Genoa,Bari,2,1,1,0.4657782401677124
03/10/10,Inter,Juventus,0,0,0,0.35963349280592405
03/10/10,Lazio,Brescia,1,0,0,0.3820477219499432
03/10/10,Lecce,Catania,1,0,0,0.4507522717008875
03/10/10,Napoli,Roma,2,0,0,0.5330529857835948
16/10/10,Milan,Chievo,3,1,1,0.35034323863868627
16/10/10,Roma,Genoa,2,1,1,0.475434078211593
17/10/10,Bari,Lazio,0,2,0,0.33111329448779264
17/10/10,Brescia,Udinese,0,1,0,0.3256374118283961
17/10/10,Cagliari,Inter,0,1,0,0.31702613101110966
17/10/10,Catania,Napoli,1,1,1,0.6029321056049062
17/10/10,Cesena,Parma,1,1,1,0.3297024061085946
17/10/10,Juventus,Lecce,4,0,0,0.365000264932155
17/10/10,Palermo,Bologna,4,1,1,0.6198809663290092
17/10/10,Sampdoria,Fiorentina,2,1,1,0.5362661268612592
23/10/10,Fiorentina,Bari,2,1,1,0.502072265986635
24/10/10,Bologna,Juventus,0,0,0,0.3272086683294739
24/10/10,Chievo,Cesena,2,1,1,0.32127646089161394
